story_title,story_url,text,label,notes
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,Related. Others?The Agent2Agent Protocol (A2A) - https://news.ycombinator.com/item?id=43631381 - April 2025 (280 comments),opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,"On the vscode team we're rebuilding our agent infrastructure on top of a new protocol, AHP: https://github.com/microsoft/agent-host-protocol.It's a common protocol for talking to a host of multiple agents/harnesses.",opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,"Seems like over engineering just build an API in front of your agent, give the other agent the spec in a markdown file.",opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,"All of this protocol crap is a distraction. What's important is allowing agents talk to each other in their current scope and ACLs, including for their ability to talk to and discover tools. When Anthropic decided MCP was a good idea and published what they did, I ranted for days. Ok, I'm still ranting.Now, discovery is important and there is a post right now on the front page about it. But what everyone is probably missing is that a) agents with tokens and services that honor those tokens is already handled well with HTTP. Fun fact, the original HTTP protocol (does anyone do RFCs anymore?) didn't support POSTs! So, most calls can be boiled down to doing a GET request somewhere with a token the remote end understands. Layer on SSL to hide the ? parameters, assuming it's easy to get certs mapped to your house network.Discovery can be handled a bunch of different ways but given the nature of where the agents are running, it can be DIFFICULT to connect them (hole poking comes to mind). Of course you could run stuff in the cloud. But, if you care about sovereignty, you probably want to avoid anything that will ""lock"" you into a service (or a single agent/model for that matter).What's 100% missing is payments, of course. Meet the 402, PAYMENT REQUIRED. Cloudflare (grumble) has something for that, but they stole it from Lightning Lab's very own roasbeef's Aperture project a while back, which implements payments with the Lightning network.Make a bulk payment to a Bitcoin address. Stuff it in a Lightning invoice, send it to someone, they extract it and update the server to let you in. If you decided they ripped you off, close the invoice and the funds are refunded.Now, I know a lot of people are skeptical about Bitcoin, but I really do think micropayments are useful for agent-to-agent comms. That's why I threw down the idea on a page about two years ago...so I wouldn't' forget: https://ahp.nuts.services/",technical_insight,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,"One thing I keep noticing in these discussions is that we spend a lot of time on communication protocols and not much on authority.If my agent discovers your agent and asks it to do something, how does your side know:who delegated that authority?what it's allowed to do?whether that authority has been revoked?Communication seems solvable.Trusting the action feels much harder.",opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,"Ya, we tried it a bit, but have stayed with agent-behind-MCP style patterns for now. I think A2A or something like it will become a big thing as everything matures. It just felt over complicated for our use case. One misconception I had was we would just slap A2A on our existing agents and they’d work well together. Kind of dumb in hindsight.",opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,"The ""second me"" developed by the Chinese team can be checked out (it's open-source and also has commercial products), although I feel they haven't found the corresponding profit point and PMF.",opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,Yes. My agent speaks A2A with itself and others. But my agent is built in layers like an organization.,opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,"A2A Protocol is directed at enterprises as is much of Google Cloud’s AI focus. They just renamed their AI suite “Gemini Enterprise Agent Platform” if you don’t believe me.Enterprises have been sold on the idea of Agents talking to each other and performing collaborative work (replacing employees etc) so it makes sense.From my pov nothing stops me from having a full blown agent _behind_ my MCP server.So calling agent sees and MCP server, gets list of tools etc. The MCP server spins up an instance of relevant Agent and tells it to maintain state (if needed) as a key back to the calling agent’s MCP session_id.Trivial stuff on Cloudflare",opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,"(Based off 2-3 month-old recollection, take with a grain of salt)I had wanted to use it for my agent ""network"". A2A didn't fit the use case of ""trusted agent, and was bloated due to ""what if rogue actor"". Of course, I could have used it, with all of its roughness, but chose to just vibe my own (before Claude Teams, though I haven't really used that, I think). In the process of creating a server to handle this (I already set up a Scala webserver to administrate/orchestrate hooks). Would love to hear others' suggestions for this.",opinion_or_critique,targeted-joke-pass-2
Ask HN: Is anyone using the A2A protocol?,https://news.ycombinator.com/item?id=48582679,I'm using it at work as well. It's quite challenging to manage.,opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"I use my own tool (released as open source ""StrangeDaysTech/straymark""), which takes blocks of related implementation tasks, builds a comprehensive prompt with auditing instructions (comparing intent against implementation), then I run agents from three different models to perform the audits and generate reports. These reports are then analyzed by the main agent to rule out hallucinations or misinterpretations of intent, and finally, a remediation plan is created. This tool can perform this task fragmentation because it's part of its cognitive governance function. Its operation is somewhat complex, but these auditable work units have a coherent structure within the overall project thanks to a knowledge graph that is built from the early design phases through to implementation.",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"i've hoped on to many tools but based on working with all of those tools , o mostly liked this raptor mini(preview) model form vs code , which is very good from my perspective . i gave the same prompts to claude , raptor , kimi and a bunch of others , based on the comparison in speed , quility raptor takes the first place , you can even see the thinking of it not like claude (you cant see what it's thinking ) .",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"Besides local review via codex and Claude code, we are using GitHub Copilot with custom instructions. We just assign it as a reviewer in GitHub and a couple minutes later, the review is done. It raises a lot of issues which are valid and which I never had found. https://docs.github.com/en/copilot/tutorials/customize-code-...",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"Surprised to not see it mentioned yet, I've been using Kilo and I'm pretty happy about it. Local development with Claude, review using Kilo : https://kilo.ai/docs/automate/code-reviews/github.",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"Using dupehound for identifying duplicated code.What I use for: I use for identifying duplicated code. It is deterministic, doesn't use AI, offline, runs from CLI and is super fast (and free).What I dislike: I won't say it I dislike, but it is not a tool that does all the jobs of a code review. For instance, it doesn't flag security issues. It is superfocused on code duplication (it performs better than Sonar for this use case) and is specifically useful for large codebases. Disclaimer: I am one of the collaborators, so take it with a grain of salt https://github.com/Rafaelpta/dupehound",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"Opencode, mainly because I appreciate how one of the founders treats the UX as a first class concern. Its a great tool to learn since it can help us pivot from the potential impending provider crisis where teams may start having to consider things outside of the large labs.As my daily driver at home, I use Pi though because it doesn't get in your way and forces you to understand how the sauce is made.",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,Built my own using Claude Code; inside a gitlab job we call Claude Code headless. This works well. There is a tiny mcp server exposed to Claude so it can post inline comments. All existing comments are fed into the reviewer to avoid double posting. The quality of feedback is high. Most complexity is in the SHA management. For example after a rebase. Luckily LLMs understand git very well otherwise it would have been impossible for me.,technical_insight,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"Claude-Code and Codex in combination, combined with an IDE such as Google Antigravity or VisualStudio-Code are very powerful tools, if your company can invest in hardware the new Mac Studio and MacBook Pro allow optimized local inference through open-source tools such as: https://github.com/antirez/ds4",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"I don't use these tools, but wouldn't it be better to use them only after you do a manual review to see if they find anything you missed? Otherwise I could see reviewers getting false confidence and doing a less thorough review. This happens with seeing that unit tests pass.",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,Do you already use static code analysis tools?,opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"I just use codex / claude code to do reviews. It does a good job, and it's easy to explain and navigate.",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"For Claude Code, I think the standard is Codex + Gemini. Why these two? Because it “covers” the blind spots the others would miss by themselves.",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,I mostly use CodeRabbit via GitHub PRhttps://www.coderabbit.ai/,opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"Github copilot is a little too opinionated, but we still use it to catch obvious stuff.Codex on top of that with specific rules and syntax requirements.",opinion_or_critique,targeted-joke-pass-2
Ask HN: What tools are you using for AI-assisted code review?,https://news.ycombinator.com/item?id=48587808,"I usually use gpt5.5 in Codex
It feels like magic",opinion_or_critique,targeted-joke-pass-2
Show HN: FastUbu – An Ultrafast Video Archive,https://fastubu.com/,"Really slow and not snappy on my machine (i7-8550u).  
each animation takes ~60kb (avif) - way too much!It needs to download 50 megabytes to show a single startpage.",opinion_or_critique,targeted-joke-pass-2
Ask HN: Are people optimistic about the future?,https://news.ycombinator.com/item?id=48611988,"I think this:""این نیز بگذرد""Attributed to Attar of Nishapur (1142-1221), who was beheaded by Genghis Kahn's Mongols. In one of Attar's fables, a powerful king gathered a group of wise men and asked them to produce a ring that would make him happy when sad, and sad when happy. After much consultation among themselves, the wise men presented the king with a ring inscribed ""This, too, will pass"".- https://archive.org/details/quoteverifierwho00keye/page/160/...We live now in bad days. This, too, will pass.",opinion_or_critique,targeted-joke-pass-2
